customer_id,churn_score,uplift_score,quadrant_label,recommended_action,execution_timestamp
6035-BXTTY,0.5785,0.0134,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
8610-WFCJF,0.5986,-0.0332,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
1849-RJYIG,0.8185,0.0292,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
9477-LGWQI,0.0666,0.0007,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
7103-IPXPJ,0.2025,0.1711,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
5995-WWKKG,0.1017,0.0557,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
7605-BDWDC,0.0708,-0.0771,Do-Not-Disturb,Strictly Suppress - Outreach Triggers Subscription Cancellation,2026-09-07T01:43:36.498156
9921-EZKBY,0.8019,0.0479,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
9470-XCCEM,0.7854,0.1268,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
6326-MTTXK,0.9108,-0.0422,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
8029-XYPWT,0.069,0.0144,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
1492-QGCLU,0.5875,0.2306,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
9057-MSWCO,0.3675,0.1481,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
6080-TCMYC,0.7788,0.0799,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
9027-TMATR,0.0736,0.0795,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
7153-CHRBV,0.0841,0.1082,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
9272-LSVYH,0.819,0.1083,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
7879-CGSFV,0.1877,0.1265,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
4741-WWJQZ,0.8751,0.0728,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
2911-WDXMV,0.8428,0.1138,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
7321-KKSDU,0.0678,0.0074,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
0428-IKYCP,0.8152,0.1891,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
9146-JRIOX,0.415,0.1821,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
7225-IILWY,0.0729,-0.0014,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
6121-VZNQB,0.5693,0.1796,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
3717-OFRTN,0.5442,0.0617,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
3312-UUMZW,0.7578,0.0937,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
2796-NNUFI,0.0732,0.0206,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
7567-ECMCM,0.8307,0.1044,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
4501-VCPFK,0.6529,0.1,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
5949-XIKAE,0.8924,-0.0582,Do-Not-Disturb,Strictly Suppress - Outreach Triggers Subscription Cancellation,2026-09-07T01:43:36.498156
2674-MIAHT,0.8978,0.0208,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
7580-UGXNC,0.842,-0.104,Do-Not-Disturb,Strictly Suppress - Outreach Triggers Subscription Cancellation,2026-09-07T01:43:36.498156
9508-ILZDG,0.742,0.094,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
5684-FJVYR,0.0679,0.002,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
6082-OQFBA,0.1004,0.0119,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
0795-XCCTE,0.0707,-0.0627,Do-Not-Disturb,Strictly Suppress - Outreach Triggers Subscription Cancellation,2026-09-07T01:43:36.498156
2454-RPBRZ,0.8717,0.0891,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
2368-GAKKQ,0.0691,0.023,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
4581-SSPWD,0.9025,0.0608,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
5129-HHMZC,0.0772,0.0129,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
7064-FRRSW,0.4911,0.0533,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
8314-HTWVE,0.0804,-0.0335,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
5202-IVJNU,0.232,0.1847,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
2706-QZIHY,0.0739,0.0573,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
9152-AMKAK,0.1134,-0.1437,Do-Not-Disturb,Strictly Suppress - Outreach Triggers Subscription Cancellation,2026-09-07T01:43:36.498156
2115-BFTIW,0.7419,0.1,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
0839-JTCUD,0.065,-0.007,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
4070-OKWVH,0.5482,0.0767,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
8402-EIVQS,0.1195,0.1158,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
5868-YWPDW,0.9059,0.0285,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
3138-BKYAV,0.9003,0.0698,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
9244-ZVAPM,0.7386,0.0814,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
2207-RYYRL,0.074,0.0183,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
6598-KELSS,0.0872,0.0831,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
6402-ZFPPI,0.8338,0.1389,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
0064-SUDOG,0.0758,-0.0237,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
4429-WYGFR,0.4847,0.149,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
7544-ZVIKX,0.172,0.1892,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
7943-RQCHR,0.9063,-0.1342,Do-Not-Disturb,Strictly Suppress - Outreach Triggers Subscription Cancellation,2026-09-07T01:43:36.498156
0487-CRLZF,0.0679,-0.0034,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
5609-IMCGG,0.8104,0.0941,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
8535-SFUTN,0.5953,0.2173,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
4065-JJAVA,0.8306,0.0249,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
3126-WQMGH,0.2382,0.1354,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
1307-ATKGB,0.8585,0.1167,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
9732-EQMWY,0.744,0.0077,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
9611-CTWIH,0.8989,0.0838,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
1697-LYYYX,0.0833,0.0488,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
4060-LDNLU,0.9015,-0.0555,Do-Not-Disturb,Strictly Suppress - Outreach Triggers Subscription Cancellation,2026-09-07T01:43:36.498156
8595-SIZNC,0.1107,-0.0136,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
7336-RLLRH,0.2718,0.0042,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
3247-MHJKM,0.5712,0.3164,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
5562-BETPV,0.3746,0.1196,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
4760-XOHVN,0.5997,0.1081,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
7526-BEZQB,0.8805,0.0073,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
0225-ZORZP,0.8866,0.0307,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
2430-RRYUW,0.0805,0.0259,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
6806-YDEUL,0.6269,0.1091,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
3916-NRPAP,0.8865,0.0853,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
4774-HHGGS,0.0924,0.0358,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
7450-NWRTR,0.9044,0.0458,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
8874-EJNSR,0.0691,0.0195,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
4955-VCWBI,0.0924,0.0606,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
9845-PEEKO,0.0738,-0.0731,Do-Not-Disturb,Strictly Suppress - Outreach Triggers Subscription Cancellation,2026-09-07T01:43:36.498156
5229-DTFYB,0.088,-0.0435,Do-Not-Disturb,Strictly Suppress - Outreach Triggers Subscription Cancellation,2026-09-07T01:43:36.498156
5457-COLHT,0.0651,0.0092,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
4293-ETKAP,0.0657,-0.0061,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
8095-WANWK,0.6539,0.1352,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
7641-TQFHN,0.1137,0.0786,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
7328-ZJAJO,0.0749,0.0421,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
3108-PCCGG,0.0649,-0.0008,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
7677-SJJJK,0.257,0.0948,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
7206-PQBBZ,0.8857,0.1008,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
4980-URKXC,0.097,0.042,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
9430-FRQOC,0.8694,0.1055,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
2749-CTKAJ,0.1211,0.0272,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
3810-DVDQQ,0.0688,0.0366,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
5966-EMAZU,0.138,0.2352,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
8232-UTFOZ,0.0676,-0.0031,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
2834-JKOOW,0.1706,-0.0782,Do-Not-Disturb,Strictly Suppress - Outreach Triggers Subscription Cancellation,2026-09-07T01:43:36.498156
8316-BBQAY,0.0645,-0.0286,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
3823-KYNQY,0.2184,0.0844,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
2325-WINES,0.2461,0.1461,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
3196-NVXLZ,0.7586,0.1132,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
2402-TAIRZ,0.3071,0.0966,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
8311-UEUAB,0.0711,0.0521,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
2683-BPJSO,0.8455,0.0271,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
1193-RTSLK,0.6248,0.1184,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
6432-TWQLB,0.8659,0.1153,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
6439-GTPCA,0.6816,0.1605,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
1323-OOEPC,0.4685,0.2168,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
4067-HLYQI,0.5983,0.1073,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
3583-EKAPL,0.845,0.0715,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
5686-CMAWK,0.4431,0.1512,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
4803-LBYPN,0.2359,0.1328,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
2878-DHMIN,0.1045,0.0316,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
6857-TKDJV,0.0746,-0.0192,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
1262-OPMFY,0.8633,0.1111,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
9330-VOFSZ,0.0777,0.0929,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
5839-SUYVZ,0.714,0.1437,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
1502-XFCVR,0.1696,0.2214,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
9916-AYHTC,0.0751,-0.0321,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
4911-BANWH,0.7566,0.0992,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
1328-EUZHC,0.0703,-0.0256,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
9586-JGQKH,0.0726,0.0712,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
3208-YPIOE,0.6438,0.1069,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
7096-ZNBZI,0.0699,0.0062,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
2720-WGKHP,0.906,-0.0255,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
2077-MPJQO,0.8979,-0.0512,Do-Not-Disturb,Strictly Suppress - Outreach Triggers Subscription Cancellation,2026-09-07T01:43:36.498156
4919-MOAVT,0.8948,0.0525,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
3097-NNSPB,0.8236,0.0487,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
8883-GRDWQ,0.3322,-0.011,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
7114-AEOZE,0.0658,-0.0411,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
5996-EBTKM,0.0645,0.0166,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
6952-OMNWB,0.5881,0.0483,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
2754-XBHTB,0.8638,0.0719,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
1685-BQULA,0.674,0.029,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
9504-DSHWM,0.5296,0.0466,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
1163-ONYEY,0.5594,0.1049,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
6848-HJTXY,0.0715,0.0166,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
1240-HCBOH,0.0791,0.0188,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
5542-DHSXL,0.7911,-0.1061,Do-Not-Disturb,Strictly Suppress - Outreach Triggers Subscription Cancellation,2026-09-07T01:43:36.498156
3148-BLQJT,0.574,0.314,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
5863-OOKCL,0.3237,0.1105,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
0094-OIFMO,0.9053,0.0927,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
5063-IUOKK,0.0803,-0.0247,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
4685-ERGHK,0.1135,0.0962,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
5701-ZIKJE,0.6119,0.2052,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
2236-HILPA,0.0656,-0.0183,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
2378-VTKDH,0.5662,0.4548,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
0730-BGQGF,0.0641,-0.0072,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
0983-TATYJ,0.1215,0.1207,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
6507-DTJZV,0.7221,0.1981,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
1907-UBQFC,0.8938,0.0512,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
2486-WYVVE,0.2439,0.0651,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
3009-JWMPU,0.1274,0.027,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
0003-MKNFE,0.6142,0.114,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
9685-WKZGT,0.8696,0.0511,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
4629-NRXKX,0.8928,0.0322,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
3948-FVVRP,0.658,0.1383,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
7957-RYHQD,0.6376,0.0419,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
7989-VCQOH,0.8107,0.1673,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
7029-IJEJK,0.084,0.0476,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
6386-SZZKH,0.1019,0.0872,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
0303-WMMRN,0.5178,0.1773,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
1741-WTPON,0.097,0.1347,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
9589-ABEPT,0.0718,0.0058,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
4098-NAUKP,0.5213,0.1775,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
1814-DKOLC,0.6033,0.1034,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
3420-YJLQT,0.9005,0.0906,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
2038-YSEZE,0.5247,0.1808,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
8966-OIQHG,0.1027,0.0345,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
6999-CHVCF,0.0763,-0.0321,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
6082-GLJIX,0.369,0.0332,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
9392-XBGTD,0.0673,-0.0011,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
7078-NVFAM,0.4989,0.2374,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
4634-JLRJT,0.6278,0.3789,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
6484-LATFU,0.0727,0.017,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
8627-EHGIP,0.1067,0.078,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
5402-HTOTQ,0.7352,-0.0008,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
7542-CYDDM,0.3008,0.1255,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
7089-IVVAZ,0.8834,0.0306,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
7102-JJVTX,0.3065,0.0868,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
3026-ATZYV,0.2724,0.017,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
6169-PPETC,0.068,0.0031,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
8084-OIVBS,0.2096,0.1067,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
3059-NGMXB,0.7419,0.2275,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
1194-SPVSP,0.5568,0.0661,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
1891-UAWWU,0.8902,0.0845,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
3519-ZKXGG,0.9022,0.0622,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
8241-JUIQO,0.1076,0.0315,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
3981-QSVQI,0.4615,0.0778,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
5174-RNGBH,0.7674,0.1123,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
7801-CEDNV,0.3342,0.144,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
6114-TCFID,0.123,0.0437,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
3154-HMWUU,0.0681,-0.0158,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
0674-GCDXG,0.0673,-0.0111,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
3577-AMVUX,0.7881,-0.0192,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
1073-XXCZD,0.0718,0.0019,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
0187-QSXOE,0.9041,0.0311,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
